District,Year,HDI
KOTA BANDA ACEH,2020,85.41
KOTA SABANG,2020,75.78
KOTA LANGSA,2020,77.17
KOTA LHOKSEUMAWE,2020,77.31
KOTA SUBULUSSALAM,2020,64.93
SUMATERA UTARA,2020,71.77
NIAS,2020,61.93
MANDAILING NATAL,2020,66.79
TAPANULI SELATAN,2020,70.12
TAPANULI TENGAH,2020,69.23
TAPANULI UTARA,2020,73.47
TOBA SAMOSIR / TOBA,2020,75.16
LABUHAN BATU,2020,72.01
ASAHAN,2020,70.29
SIMALUNGUN,2020,73.25
DAIRI,2020,71.57
KARO,2020,74.43
DELI SERDANG,2020,75.44
LANGKAT,2020,71
NIAS SELATAN,2020,61.89
HUMBANG HASUNDUTAN,2020,68.87
PAKPAK BHARAT,2020,67.59
SAMOSIR,2020,70.63
SERDANG BEDAGAI,2020,70.24
BATU BARA,2020,68.36
PADANG LAWAS UTARA,2020,69.85
PADANG LAWAS,2020,68.25
LABUHAN BATU SELATAN,2020,71.4
LABUHAN BATU UTARA,2020,71.61
NIAS UTARA,2020,62.36
NIAS BARAT,2020,61.51
KOTA SIBOLGA,2020,73.63
KOTA TANJUNG BALAI,2020,68.65
KOTA PEMATANG SIANTAR,2020,78.75
KOTA TEBING TINGGI,2020,75.17
KOTA MEDAN,2020,80.98
KOTA BINJAI,2020,75.89
KOTA PADANGSIDIMPUAN,2020,75.22
KOTA GUNUNGSITOLI,2020,69.31
SUMATERA BARAT,2020,72.38
KEPULAUAN MENTAWAI,2020,61.09
PESISIR SELATAN,2020,69.9
SOLOK,2020,69.08
SIJUNJUNG,2020,67.74
TANAH DATAR,2020,72.33
PADANG PARIAMAN,2020,70.61
AGAM,2020,72.46
LIMA PULUH KOTA,2020,69.47
PASAMAN,2020,66.64
SOLOK SELATAN,2020,69.04
DHARMASRAYA,2020,71.51
PASAMAN BARAT,2020,68.49
KOTA PADANG,2020,82.82
KOTA SOLOK,2020,78.29
KOTA SAWAH LUNTO,2020,72.64
KOTA PADANG PANJANG,2020,77.93
KOTA BUKITTINGGI,2020,80.58
KOTA PAYAKUMBUH,2020,78.9
KOTA PARIAMAN,2020,76.9
RIAU,2020,72.71
KUANTAN SINGINGI,2020,70.31
INDRAGIRI HULU,2020,69.83
INDRAGIRI HILIR,2020,66.54
PELALAWAN,2020,71.56
SIAK,2020,73.68
KAMPAR,2020,72.83
ROKAN HULU,2020,69.38
BENGKALIS,2020,73.46
ROKAN HILIR,2020,69.15
KEPULAUAN MERANTI,2020,65.5
KOTA PEKANBARU,2020,81.32
KOTA DUMAI,2020,74.4
JAMBI,2020,71.29
KERINCI,2020,71.21
MERANGIN,2020,69.19
SAROLANGUN,2020,69.86
BATANG HARI,2020,69.84
MUARO JAMBI,2020,69.18
TANJUNG JABUNG TIMUR,2020,64.43
TANJUNG JABUNG BARAT,2020,67.54
TEBO,2020,69.14
BUNGO,2020,69.92
KOTA JAMBI,2020,78.37
KOTA SUNGAI PENUH,2020,75.42
SUMATERA SELATAN,2020,70.01
OGAN KOMERING ULU,2020,69.32
OGAN KOMERING ILIR,2020,66.82
MUARA ENIM,2020,68.74
LAHAT,2020,67.44
MUSI RAWAS,2020,66.79
MUSI BANYUASIN,2020,67.69
BANYU ASIN,2020,66.74
OGAN KOMERING ULU SELATAN,2020,65.3
OGAN KOMERING ULU TIMUR,2020,69.28
OGAN ILIR,2020,67.06
EMPAT LAWANG,2020,65.25
PENUKAL ABAB LEMATANG ILIR,2020,64.7
MUSI RAWAS UTARA,2020,64.49
KOTA PALEMBANG,2020,78.33
KOTA PRABUMULIH,2020,74.55
KOTA PAGAR ALAM,2020,68.31
KOTA LUBUKLINGGAU,2020,74.78
BENGKULU,2020,71.4
BENGKULU SELATAN,2020,70.63
REJANG LEBONG,2020,70.44
BENGKULU UTARA,2020,68.82
KAUR,2020,66.99
SELUMA,2020,66.89
MUKOMUKO,2020,68.45
LEBONG,2020,67.01
KEPAHIANG,2020,68.17
BENGKULU TENGAH,2020,67.61
KOTA BENGKULU,2020,80.36
LAMPUNG,2020,69.69
LAMPUNG BARAT,2020,67.8
TANGGAMUS,2020,66.42
LAMPUNG SELATAN,2020,68.36
LAMPUNG TIMUR,2020,69.37
LAMPUNG TENGAH,2020,70.16
LAMPUNG UTARA,2020,67.67
WAY KANAN,2020,67.44
TULANGBAWANG,2020,68.52
PESAWARAN,2020,65.79
PRINGSEWU,2020,70.3
MESUJI,2020,63.63
TULANG BAWANG BARAT,2020,65.97
PESISIR BARAT,2020,63.91
KOTA BANDAR LAMPUNG,2020,77.44
KOTA METRO,2020,77.19
KEP. BANGKA BELITUNG,2020,71.47
BANGKA,2020,72.4
BELITUNG,2020,72.51
BANGKA BARAT,2020,69.08
BANGKA TENGAH,2020,70.45
BANGKA SELATAN,2020,66.9
BELITUNG TIMUR,2020,70.92
KOTA PANGKAL PINANG,2020,78.22
KEPULAUAN RIAU,2020,75.59
KARIMUN,2020,71.44
BINTAN,2020,74.13
NATUNA,2020,72.72
LINGGA,2020,65.29
KEPULAUAN ANAMBAS,2020,68.8
KOTA BATAM,2020,81.11
KOTA TANJUNG PINANG,2020,78.91
DKI JAKARTA,2020,80.77
KEPULAUAN SERIBU,2020,71.63
KOTA JAKARTA SELATAN,2020,84.72
KOTA JAKARTA TIMUR,2020,82.66
KOTA JAKARTA PUSAT,2020,81.39
KOTA JAKARTA BARAT,2020,81.38
KOTA JAKARTA UTARA,2020,80.29
JAWA BARAT,2020,72.09
BOGOR,2020,70.4
SUKABUMI,2020,66.88
CIANJUR,2020,65.36
BANDUNG,2020,72.39
GARUT,2020,66.12
TASIKMALAYA,2020,65.67
CIAMIS,2020,70.49
KUNINGAN,2020,69.38
CIREBON,2020,68.75
MAJALENGKA,2020,67.59
SUMEDANG,2020,71.64
INDRAMAYU,2020,67.29
SUBANG,2020,68.95
PURWAKARTA,2020,70.82
KARAWANG,2020,70.66
BEKASI,2020,74.07
BANDUNG BARAT,2020,68.08
PANGANDARAN,2020,68.06
KOTA BOGOR,2020,76.11
KOTA SUKABUMI,2020,74.21
KOTA BANDUNG,2020,81.51
KOTA CIREBON,2020,74.89
KOTA BEKASI,2020,81.5
KOTA DEPOK,2020,80.97
KOTA CIMAHI,2020,77.83
KOTA TASIKMALAYA,2020,73.04
KOTA BANJAR,2020,71.7
JAWA TENGAH,2020,71.87
CILACAP,2020,69.95
BANYUMAS,2020,71.98
PURBALINGGA,2020,68.97
BANJARNEGARA,2020,67.45
KEBUMEN,2020,69.81
PURWOREJO,2020,72.68
WONOSOBO,2020,68.22
MAGELANG,2020,69.87
BOYOLALI,2020,74.25
KLATEN,2020,75.56
SUKOHARJO,2020,76.98
WONOGIRI,2020,70.25
KARANGANYAR,2020,75.86
SRAGEN,2020,73.95
GROBOGAN,2020,69.87
BLORA,2020,68.84
REMBANG,2020,70.02
PATI,2020,71.77
KUDUS,2020,75
JEPARA,2020,71.99
DEMAK,2020,72.22
SEMARANG,2020,74.1
TEMANGGUNG,2020,69.57
KENDAL,2020,72.29
BATANG,2020,68.65
PEKALONGAN,2020,69.63
PEMALANG,2020,66.32
TEGAL,2020,68.39
BREBES,2020,66.11
KOTA MAGELANG,2020,78.99
KOTA SURAKARTA,2020,82.21
KOTA SALATIGA,2020,83.14
KOTA SEMARANG,2020,83.05
KOTA PEKALONGAN,2020,74.98
KOTA TEGAL,2020,75.07
D I YOGYAKARTA,2020,79.97
KULON PROGO,2020,74.46
BANTUL,2020,80.01
GUNUNG KIDUL,2020,69.98
SLEMAN,2020,83.84
KOTA YOGYAKARTA,2020,86.61
JAWA TIMUR,2020,71.71
PACITAN,2020,68.39
PONOROGO,2020,70.81
TRENGGALEK,2020,69.74
TULUNGAGUNG,2020,73
BLITAR,2020,70.58
KEDIRI,2020,72.05
MALANG,2020,70.36
LUMAJANG,2020,65.46
JEMBER,2020,67.11
BANYUWANGI,2020,70.62
BONDOWOSO,2020,66.43
SITUBONDO,2020,67.38
PROBOLINGGO,2020,66.07
PASURUAN,2020,68.6
SIDOARJO,2020,80.29
MOJOKERTO,2020,73.83
JOMBANG,2020,72.97
NGANJUK,2020,71.72
MADIUN,2020,71.73
MAGETAN,2020,73.92
NGAWI,2020,70.54
BOJONEGORO,2020,69.04
TUBAN,2020,68.4
LAMONGAN,2020,72.58
GRESIK,2020,76.11
BANGKALAN,2020,64.11
SAMPANG,2020,62.7
PAMEKASAN,2020,66.26
SUMENEP,2020,66.43
KOTA KEDIRI,2020,78.23
KOTA BLITAR,2020,78.57
KOTA MALANG,2020,81.45
KOTA PROBOLINGGO,2020,73.27
KOTA PASURUAN,2020,75.26
KOTA MOJOKERTO,2020,78.04
KOTA MADIUN,2020,80.91
KOTA SURABAYA,2020,82.23
KOTA BATU,2020,75.9
BANTEN,2020,72.45
PANDEGLANG,2020,65
LEBAK,2020,63.91
TANGERANG,2020,71.92
SERANG,2020,66.7
KOTA TANGERANG,2020,78.25
KOTA CILEGON,2020,73.05
KOTA SERANG,2020,72.16
KOTA TANGERANG SELATAN,2020,81.36
BALI,2020,75.5
JEMBRANA,2020,72.36
TABANAN,2020,76.17
BADUNG,2020,81.6
GIANYAR,2020,77.36
KLUNGKUNG,2020,71.73
BANGLI,2020,69.36
KARANGASEM,2020,67.35
BULELENG,2020,72.55
KOTA DENPASAR,2020,83.93
NUSA TENGGARA BARAT,2020,68.25
LOMBOK BARAT,2020,68.2
LOMBOK TENGAH,2020,66.43
LOMBOK TIMUR,2020,66.3
SUMBAWA,2020,67.61
DOMPU,2020,67.84
BIMA,2020,66.3
SUMBAWA BARAT,2020,71.63
LOMBOK UTARA,2020,64.42
KOTA MATARAM,2020,78.91
KOTA BIMA,2020,75.81
NUSA TENGGARA TIMUR,2020,65.19
SUMBA BARAT,2020,63.53
SUMBA TIMUR,2020,65.52
KUPANG,2020,64.32
TIMOR TENGAH SELATAN,2020,62.15
TIMOR TENGAH UTARA,2020,63.53
BELU,2020,62.68
ALOR,2020,61.33
LEMBATA,2020,64.74
FLORES TIMUR,2020,64.22
SIKKA,2020,65.11
ENDE,2020,67.04
NGADA,2020,67.88
MANGGARAI,2020,64.54
ROTE NDAO,2020,62.39
MANGGARAI BARAT,2020,63.89
SUMBA TENGAH,2020,61.53
SUMBA BARAT DAYA,2020,62.28
NAGEKEO,2020,65.81
MANGGARAI TIMUR,2020,60.85
SABU RAIJUA,2020,57.02
MALAKA,2020,60.21
KOTA KUPANG,2020,79.71
KALIMANTAN BARAT,2020,67.66
SAMBAS,2020,67.03
BENGKAYANG,2020,67.87
LANDAK,2020,65.98
MEMPAWAH,2020,65.74
SANGGAU,2020,65.77
KETAPANG,2020,67.17
SINTANG,2020,66.88
KAPUAS HULU,2020,65.69
SEKADAU,2020,64.76
MELAWI,2020,65.55
KAYONG UTARA,2020,62.68
KUBU RAYA,2020,67.95
KOTA PONTIANAK,2020,79.44
KOTA SINGKAWANG,2020,71.94
KALIMANTAN TENGAH,2020,71.05
KOTAWARINGIN BARAT,2020,72.87
KOTAWARINGIN TIMUR,2020,71.31
KAPUAS,2020,69.48
BARITO SELATAN,2020,70.22
BARITO UTARA,2020,70.59
SUKAMARA,2020,68.03
LAMANDAU,2020,70.51
SERUYAN,2020,67.58
KATINGAN,2020,68.68
PULANG PISAU,2020,68.45
GUNUNG MAS,2020,70.81
BARITO TIMUR,2020,71.39
MURUNG RAYA,2020,67.98
KOTA PALANGKA RAYA,2020,80.77
KALIMANTAN SELATAN,2020,70.91
TANAH LAUT,2020,69.38
KOTABARU,2020,68.86
BANJAR,2020,69.18
BARITO KUALA,2020,66.22
TAPIN,2020,70.11
HULU SUNGAI SELATAN,2020,68.85
HULU SUNGAI TENGAH,2020,68.84
HULU SUNGAI UTARA,2020,65.59
TABALONG,2020,72.19
TANAH BUMBU,2020,70.71
BALANGAN,2020,68.82
KOTA BANJARMASIN,2020,77.1
KOTA BANJAR BARU,2020,79.1
KALIMANTAN TIMUR,2020,76.24
PASER,2020,72.04
KUTAI BARAT,2020,71.19
KUTAI KARTANEGARA,2020,73.59
KUTAI TIMUR,2020,73
BERAU,2020,74.71
PENAJAM PASER UTARA,2020,71.41
MAHAKAM ULU,2020,67.09
KOTA BALIKPAPAN,2020,80.01
KOTA SAMARINDA,2020,80.11
KOTA BONTANG,2020,80.02
KALIMANTAN UTARA,2020,70.63
MALINAU,2020,71.94
BULUNGAN,2020,71.1
TANA TIDUNG,2020,66.97
NUNUKAN,2020,65.79
KOTA TARAKAN,2020,75.83
SULAWESI UTARA,2020,72.93
BOLAANG MONGONDOW,2020,67.89
MINAHASA,2020,75.29
KEPULAUAN SANGIHE,2020,70.73
KEPULAUAN TALAUD,2020,69.4
MINAHASA SELATAN,2020,72.11
MINAHASA UTARA,2020,73.9
BOLAANG MONGONDOW UTARA,2020,66.99
SIAU TAGULANDANG BIARO,2020,67.64
MINAHASA TENGGARA,2020,70.51
BOLAANG MONGONDOW SELATAN,2020,65
BOLAANG MONGONDOW TIMUR,2020,65.99
KOTA MANADO,2020,78.93
KOTA BITUNG,2020,74.1
KOTA TOMOHON,2020,76.69
KOTA KOTAMOBAGU,2020,72.97
SULAWESI TENGAH,2020,69.55
BANGGAI KEPULAUAN,2020,65.42
BANGGAI,2020,70.52
MOROWALI,2020,72.21
POSO,2020,71.28
DONGGALA,2020,65.56
TOLI-TOLI,2020,65.69
BUOL,2020,67.82
PARIGI MOUTONG,2020,65.44
TOJO UNA-UNA,2020,64.59
SIGI,2020,68.12
BANGGAI LAUT,2020,65.43
MOROWALI UTARA,2020,68.36
KOTA PALU,2020,81.47
SULAWESI SELATAN,2020,71.93
KEPULAUAN SELAYAR,2020,67.38
BULUKUMBA,2020,68.99
BANTAENG,2020,68.73
JENEPONTO,2020,64.26
TAKALAR,2020,67.31
GOWA,2020,70.14
SINJAI,2020,67.6
MAROS,2020,69.86
PANGKAJENE DAN KEPULAUAN,2020,68.72
BARRU,2020,71
BONE,2020,66.06
SOPPENG,2020,68.67
WAJO,2020,69.15
SIDENRENG RAPPANG,2020,71.21
PINRANG,2020,71.26
ENREKANG,2020,72.76
LUWU,2020,70.51
TANA TORAJA,2020,68.75
LUWU UTARA,2020,69.57
LUWU TIMUR,2020,73.22
TORAJA UTARA,2020,69.33
KOTA MAKASAR,2020,82.25
KOTA PAREPARE,2020,77.86
KOTA PALOPO,2020,78.06
SULAWESI TENGGARA,2020,71.45
BUTON,2020,65.98
MUNA,2020,69.02
KONAWE,2020,71.35
KOLAKA,2020,73.45
KONAWE SELATAN,2020,68.2
BOMBANA,2020,66.05
WAKATOBI,2020,69.48
KOLAKA UTARA,2020,69.31
BUTON UTARA,2020,67.87
KONAWE UTARA,2020,69.86
KOLAKA TIMUR,2020,67.02
KONAWE KEPULAUAN,2020,65.41
MUNA BARAT,2020,65.08
BUTON TENGAH,2020,64.37
BUTON SELATAN,2020,64.93
KOTA KENDARI,2020,83.53
KOTA BAUBAU,2020,75.9
GORONTALO,2020,68.68
BOALEMO,2020,65.91
GORONTALO,2020,66.92
POHUWATO,2020,65.37
BONE BOLANGO,2020,69.98
GORONTALO UTARA,2020,64.86
KOTA GORONTALO,2020,77.13
SULAWESI BARAT,2020,66.11
MAJENE,2020,66.91
POLEWALI MANDAR,2020,63.84
MAMASA,2020,66.02
MAMUJU,2020,68.15
MAMUJU UTARA / PASANGKAYU,2020,67.79
MAMUJU TENGAH,2020,65.71
MALUKU,2020,69.49
MALUKU TENGGARA BARAT / KEPULAUAN TANIMBAR,2020,62.86
MALUKU TENGGARA,2020,66.2
MALUKU TENGAH,2020,71.25
BURU,2020,68.95
KEPULAUAN ARU,2020,63.71
SERAM BAGIAN BARAT,2020,65.62
SERAM BAGIAN TIMUR,2020,64.12
MALUKU BARAT DAYA,2020,61.9
BURU SELATAN,2020,64.69
KOTA AMBON,2020,80.84
KOTA TUAL,2020,67.96
MALUKU UTARA,2020,68.49
HALMAHERA BARAT,2020,65.31
HALMAHERA TENGAH,2020,65.42
KEPULAUAN SULA,2020,63.53
HALMAHERA SELATAN,2020,63.84
HALMAHERA UTARA,2020,67.5
HALMAHERA TIMUR,2020,66.75
PULAU MOROTAI,2020,62.5
PULAU TALIABU,2020,60.48
KOTA TERNATE,2020,79.82
KOTA TIDORE KEPULAUAN,2020,70.53
PAPUA BARAT,2020,65.09
FAKFAK,2020,68.36
KAIMANA,2020,65
TELUK WONDAMA,2020,60.21
TELUK BINTUNI,2020,64.55
MANOKWARI,2020,72.01
SORONG SELATAN,2020,62.42
SORONG SELATAN,2020,-
SORONG,2020,65.74
SORONG,2020,-
RAJA AMPAT,2020,63.89
RAJA AMPAT,2020,-
TAMBRAUW,2020,53.45
TAMBRAUW,2020,-
MAYBRAT,2020,59.52
MAYBRAT,2020,-
MANOKWARI SELATAN,2020,59.84
PEGUNUNGAN ARFAK,2020,56.33
KOTA SORONG,2020,78.45
KOTA SORONG,2020,-
PAPUA BARAT DAYA,2020,-
RAJA AMPAT,2020,63.89
RAJA AMPAT,2020,-
SORONG,2020,65.74
SORONG,2020,-
SORONG SELATAN,2020,62.42
SORONG SELATAN,2020,-
MAYBRAT,2020,59.52
MAYBRAT,2020,-
TAMBRAUW,2020,53.45
TAMBRAUW,2020,-
KOTA SORONG,2020,78.45
KOTA SORONG,2020,-
PAPUA,2020,60.44
MERAUKE,2020,70.09
MERAUKE,2020,-
JAYAWIJAYA,2020,58.03
JAYAWIJAYA,2020,-
JAYAPURA,2020,71.69
NABIRE,2020,68.83
NABIRE,2020,-
KEPULAUAN YAPEN,2020,67.66
BIAK NUMFOR,2020,72.19
PANIAI,2020,56.31
PANIAI,2020,-
PUNCAK JAYA,2020,48.37
PUNCAK JAYA,2020,-
MIMIKA,2020,74.19
MIMIKA,2020,-
BOVEN DIGOEL,2020,61.53
BOVEN DIGOEL,2020,-
MAPPI,2020,58.15
MAPPI,2020,-
ASMAT,2020,50.55
ASMAT,2020,-
YAHUKIMO,2020,49.37
YAHUKIMO,2020,-
PEGUNUNGAN BINTANG,2020,45.44
PEGUNUNGAN BINTANG,2020,-
TOLIKARA,2020,49.5
TOLIKARA,2020,-
SARMI,2020,63.63
KEEROM,2020,66.4
WAROPEN,2020,64.94
SUPIORI,2020,62.3
MAMBERAMO RAYA,2020,51.78
NDUGA,2020,31.55
NDUGA,2020,-
LANNY JAYA,2020,47.86
LANNY JAYA,2020,-
MAMBERAMO TENGAH,2020,47.57
MAMBERAMO TENGAH,2020,-
YALIMO,2020,48.34
YALIMO,2020,-
PUNCAK,2020,43.04
PUNCAK,2020,-
DOGIYAI,2020,54.84
DOGIYAI,2020,-
INTAN JAYA,2020,47.79
INTAN JAYA,2020,-
DEIYAI,2020,49.46
DEIYAI,2020,-
KOTA JAYAPURA,2020,79.94
PAPUA SELATAN,2020,-
MERAUKE,2020,70.09
MERAUKE,2020,-
BOVEN DIGOEL,2020,61.53
BOVEN DIGOEL,2020,-
MAPPI,2020,58.15
MAPPI,2020,-
ASMAT,2020,50.55
ASMAT,2020,-
PAPUA TENGAH,2020,-
MIMIKA,2020,74.19
MIMIKA,2020,-
DOGIYAI,2020,54.84
DOGIYAI,2020,-
DEIYAI,2020,49.46
DEIYAI,2020,-
NABIRE,2020,68.83
NABIRE,2020,-
PANIAI,2020,56.31
PANIAI,2020,-
INTAN JAYA,2020,47.79
INTAN JAYA,2020,-
PUNCAK,2020,43.04
PUNCAK,2020,-
PUNCAK JAYA,2020,48.37
PUNCAK JAYA,2020,-
PAPUA PEGUNUNGAN,2020,-
NDUGA,2020,31.55
NDUGA,2020,-
JAYAWIJAYA,2020,58.03
JAYAWIJAYA,2020,-
LANNY JAYA,2020,47.86
LANNY JAYA,2020,-
TOLIKARA,2020,49.5
TOLIKARA,2020,-
MAMBERAMO TENGAH,2020,47.57
MAMBERAMO TENGAH,2020,-
YALIMO,2020,48.34
YALIMO,2020,-
YAHUKIMO,2020,49.37
YAHUKIMO,2020,-
PEGUNUNGAN BINTANG,2020,45.44
PEGUNUNGAN BINTANG,2020,-
INDONESIA,2020,71.94
ACEH,2021,72.18
SIMEULUE,2021,66.41
ACEH SINGKIL,2021,69.22
ACEH SELATAN,2021,67.44
ACEH TENGGARA,2021,69.44
ACEH TIMUR,2021,67.83
ACEH TENGAH,2021,73.37
ACEH BARAT,2021,71.67
ACEH BESAR,2021,73.58
PIDIE,2021,70.7
BIREUEN,2021,72.33
ACEH UTARA,2021,69.46
ACEH BARAT DAYA,2021,66.99
GAYO LUES,2021,67.56
ACEH TAMIANG,2021,69.48
NAGAN RAYA,2021,69.31
ACEH JAYA,2021,69.84
BENER MERIAH,2021,73.27
PIDIE JAYA,2021,73.6
KOTA BANDA ACEH,2021,85.71
KOTA SABANG,2021,76.11
KOTA LANGSA,2021,77.44
KOTA LHOKSEUMAWE,2021,77.57
KOTA SUBULUSSALAM,2021,65.27
SUMATERA UTARA,2021,72
NIAS,2021,62.74
MANDAILING NATAL,2021,67.19
TAPANULI SELATAN,2021,70.33
TAPANULI TENGAH,2021,69.61
TAPANULI UTARA,2021,73.76
TOBA SAMOSIR / TOBA,2021,75.39
LABUHAN BATU,2021,72.09
ASAHAN,2021,70.49
SIMALUNGUN,2021,73.4
DAIRI,2021,71.84
KARO,2021,74.83
DELI SERDANG,2021,75.53
LANGKAT,2021,71.35
NIAS SELATAN,2021,62.35
HUMBANG HASUNDUTAN,2021,69.41
PAKPAK BHARAT,2021,67.94
SAMOSIR,2021,70.83
SERDANG BEDAGAI,2021,70.56
BATU BARA,2021,68.58
PADANG LAWAS UTARA,2021,70.11
PADANG LAWAS,2021,68.64
LABUHAN BATU SELATAN,2021,71.69
LABUHAN BATU UTARA,2021,71.87
NIAS UTARA,2021,62.82
NIAS BARAT,2021,61.99
KOTA SIBOLGA,2021,73.94
KOTA TANJUNG BALAI,2021,68.94
KOTA PEMATANG SIANTAR,2021,79.17
KOTA TEBING TINGGI,2021,75.42
KOTA MEDAN,2021,81.21
KOTA BINJAI,2021,76.01
KOTA PADANGSIDIMPUAN,2021,75.48
KOTA GUNUNGSITOLI,2021,69.61
SUMATERA BARAT,2021,72.65
KEPULAUAN MENTAWAI,2021,61.35
PESISIR SELATAN,2021,70.03
SOLOK,2021,69.24
SIJUNJUNG,2021,67.86
TANAH DATAR,2021,72.46
PADANG PARIAMAN,2021,70.76
AGAM,2021,72.57
LIMA PULUH KOTA,2021,69.68
PASAMAN,2021,66.77
SOLOK SELATAN,2021,69.23
DHARMASRAYA,2021,71.76
PASAMAN BARAT,2021,68.76
KOTA PADANG,2021,82.9
KOTA SOLOK,2021,78.41
KOTA SAWAH LUNTO,2021,72.88
KOTA PADANG PANJANG,2021,77.97
KOTA BUKITTINGGI,2021,80.7
KOTA PAYAKUMBUH,2021,79.08
KOTA PARIAMAN,2021,77.07
RIAU,2021,72.94
KUANTAN SINGINGI,2021,70.6
INDRAGIRI HULU,2021,70.01
INDRAGIRI HILIR,2021,66.63
PELALAWAN,2021,72.08
SIAK,2021,73.98
KAMPAR,2021,73.02
ROKAN HULU,2021,69.67
BENGKALIS,2021,73.58
ROKAN HILIR,2021,69.34
KEPULAUAN MERANTI,2021,65.7
KOTA PEKANBARU,2021,81.58
KOTA DUMAI,2021,74.75
JAMBI,2021,71.63
KERINCI,2021,71.45
MERANGIN,2021,69.53
SAROLANGUN,2021,70.25
BATANG HARI,2021,70.11
MUARO JAMBI,2021,69.55
TANJUNG JABUNG TIMUR,2021,64.91
TANJUNG JABUNG BARAT,2021,68.16
TEBO,2021,69.35
BUNGO,2021,70.15
KOTA JAMBI,2021,79.12
KOTA SUNGAI PENUH,2021,75.7
SUMATERA SELATAN,2021,70.24
OGAN KOMERING ULU,2021,69.6
OGAN KOMERING ILIR,2021,67.17
MUARA ENIM,2021,68.86
LAHAT,2021,67.58
MUSI RAWAS,2021,67.01
MUSI BANYUASIN,2021,68.1
BANYU ASIN,2021,67.13
OGAN KOMERING ULU SELATAN,2021,65.34
OGAN KOMERING ULU TIMUR,2021,69.58
OGAN ILIR,2021,67.17
EMPAT LAWANG,2021,65.39
PENUKAL ABAB LEMATANG ILIR,2021,64.88
MUSI RAWAS UTARA,2021,64.93
KOTA PALEMBANG,2021,78.72
KOTA PRABUMULIH,2021,74.67
KOTA PAGAR ALAM,2021,68.68
KOTA LUBUKLINGGAU,2021,74.89
BENGKULU,2021,71.64
BENGKULU SELATAN,2021,70.75
REJANG LEBONG,2021,70.77
BENGKULU UTARA,2021,69.28
KAUR,2021,67.17
SELUMA,2021,67.03
MUKOMUKO,2021,68.64
LEBONG,2021,67.46
KEPAHIANG,2021,68.62
BENGKULU TENGAH,2021,67.96
KOTA BENGKULU,2021,80.54
LAMPUNG,2021,69.9
LAMPUNG BARAT,2021,67.9
TANGGAMUS,2021,66.65
LAMPUNG SELATAN,2021,68.49
LAMPUNG TIMUR,2021,69.66
LAMPUNG TENGAH,2021,70.23
LAMPUNG UTARA,2021,67.89
WAY KANAN,2021,67.57
TULANGBAWANG,2021,68.73
PESAWARAN,2021,66.14
PRINGSEWU,2021,70.45
MESUJI,2021,64.04
TULANG BAWANG BARAT,2021,66.22
PESISIR BARAT,2021,64.3
KOTA BANDAR LAMPUNG,2021,77.58
KOTA METRO,2021,77.49
KEP. BANGKA BELITUNG,2021,71.69
BANGKA,2021,72.46
BELITUNG,2021,72.57
BANGKA BARAT,2021,69.6
BANGKA TENGAH,2021,70.89
BANGKA SELATAN,2021,67.06
BELITUNG TIMUR,2021,71.42
KOTA PANGKAL PINANG,2021,78.57
KEPULAUAN RIAU,2021,75.79
KARIMUN,2021,71.7
BINTAN,2021,74.57
NATUNA,2021,73.09
LINGGA,2021,65.83
KEPULAUAN ANAMBAS,2021,69.23
KOTA BATAM,2021,81.12
KOTA TANJUNG PINANG,2021,78.93
DKI JAKARTA,2021,81.11
KEPULAUAN SERIBU,2021,72.1
KOTA JAKARTA SELATAN,2021,84.9
KOTA JAKARTA TIMUR,2021,82.97
KOTA JAKARTA PUSAT,2021,81.56
KOTA JAKARTA BARAT,2021,81.76
KOTA JAKARTA UTARA,2021,80.51
JAWA BARAT,2021,72.45
BOGOR,2021,70.6
SUKABUMI,2021,67.07
CIANJUR,2021,65.56
BANDUNG,2021,72.73
GARUT,2021,66.45
TASIKMALAYA,2021,65.9
CIAMIS,2021,70.93
KUNINGAN,2021,69.71
CIREBON,2021,69.12
MAJALENGKA,2021,67.81
SUMEDANG,2021,71.8
INDRAMAYU,2021,67.64
SUBANG,2021,69.13
PURWAKARTA,2021,70.98
KARAWANG,2021,70.94
BEKASI,2021,74.45
BANDUNG BARAT,2021,68.29
PANGANDARAN,2021,68.28
KOTA BOGOR,2021,76.59
KOTA SUKABUMI,2021,74.6
KOTA BANDUNG,2021,81.96
KOTA CIREBON,2021,75.25
KOTA BEKASI,2021,81.95
KOTA DEPOK,2021,81.37
KOTA CIMAHI,2021,78.06
KOTA TASIKMALAYA,2021,73.31
KOTA BANJAR,2021,71.92
JAWA TENGAH,2021,72.16
CILACAP,2021,70.42
BANYUMAS,2021,72.44
PURBALINGGA,2021,69.15
BANJARNEGARA,2021,67.86
KEBUMEN,2021,70.05
PURWOREJO,2021,72.98
WONOSOBO,2021,68.43
MAGELANG,2021,70.12
BOYOLALI,2021,74.4
KLATEN,2021,76.12
SUKOHARJO,2021,77.13
WONOGIRI,2021,70.49
KARANGANYAR,2021,75.99
SRAGEN,2021,74.08
GROBOGAN,2021,70.41
BLORA,2021,69.37
REMBANG,2021,70.43
PATI,2021,72.28
KUDUS,2021,75.16
JEPARA,2021,72.36
DEMAK,2021,72.57
SEMARANG,2021,74.24
TEMANGGUNG,2021,69.88
KENDAL,2021,72.5
BATANG,2021,68.92
PEKALONGAN,2021,70.11
PEMALANG,2021,66.56
TEGAL,2021,68.79
