District,Year,Life Expectancy
ENDE,2021,65.43
NGADA,2021,68.12
MANGGARAI,2021,67.11
ROTE NDAO,2021,64.88
MANGGARAI BARAT,2021,67.46
SUMBA TENGAH,2021,68.42
SUMBA BARAT DAYA,2021,68.57
NAGEKEO,2021,67.25
MANGGARAI TIMUR,2021,68.07
SABU RAIJUA,2021,60.66
MALAKA,2021,65.01
KOTA KUPANG,2021,69.73
KALIMANTAN BARAT,2021,70.76
SAMBAS,2021,69.08
BENGKAYANG,2021,73.84
LANDAK,2021,73.04
MEMPAWAH,2021,71.18
SANGGAU,2021,71.42
KETAPANG,2021,71.11
SINTANG,2021,71.84
KAPUAS HULU,2021,72.53
SEKADAU,2021,72.05
MELAWI,2021,72.98
KAYONG UTARA,2021,68.48
KUBU RAYA,2021,70.69
KOTA PONTIANAK,2021,73.12
KOTA SINGKAWANG,2021,72.18
KALIMANTAN TENGAH,2021,69.79
KOTAWARINGIN BARAT,2021,70.68
KOTAWARINGIN TIMUR,2021,69.9
KAPUAS,2021,68.78
BARITO SELATAN,2021,67.19
BARITO UTARA,2021,71.3
SUKAMARA,2021,71.56
LAMANDAU,2021,69.39
SERUYAN,2021,69.26
KATINGAN,2021,65.87
PULANG PISAU,2021,68.1
GUNUNG MAS,2021,70.46
BARITO TIMUR,2021,68.31
MURUNG RAYA,2021,69.53
KOTA PALANGKA RAYA,2021,73.24
KALIMANTAN SELATAN,2021,68.83
TANAH LAUT,2021,69.59
KOTABARU,2021,69.32
BANJAR,2021,67.41
BARITO KUALA,2021,66.27
TAPIN,2021,70.57
HULU SUNGAI SELATAN,2021,66.12
HULU SUNGAI TENGAH,2021,66.2
HULU SUNGAI UTARA,2021,64.1
TABALONG,2021,70.57
TANAH BUMBU,2021,70.45
BALANGAN,2021,67.85
KOTA BANJARMASIN,2021,71.29
KOTA BANJAR BARU,2021,72.1
KALIMANTAN TIMUR,2021,74.61
PASER,2021,72.88
KUTAI BARAT,2021,73.1
KUTAI KARTANEGARA,2021,72.64
KUTAI TIMUR,2021,73.46
BERAU,2021,72.32
PENAJAM PASER UTARA,2021,71.68
MAHAKAM ULU,2021,72.33
KOTA BALIKPAPAN,2021,74.76
KOTA SAMARINDA,2021,74.54
KOTA BONTANG,2021,74.55
KALIMANTAN UTARA,2021,72.65
MALINAU,2021,71.49
BULUNGAN,2021,72.74
TANA TIDUNG,2021,71.49
NUNUKAN,2021,71.4
KOTA TARAKAN,2021,74.04
SULAWESI UTARA,2021,71.76
BOLAANG MONGONDOW,2021,69.45
MINAHASA,2021,71.16
KEPULAUAN SANGIHE,2021,70.18
KEPULAUAN TALAUD,2021,70.24
MINAHASA SELATAN,2021,70.01
MINAHASA UTARA,2021,71.4
BOLAANG MONGONDOW UTARA,2021,67.73
SIAU TAGULANDANG BIARO,2021,70.87
MINAHASA TENGGARA,2021,70.21
BOLAANG MONGONDOW SELATAN,2021,64.49
BOLAANG MONGONDOW TIMUR,2021,67.94
KOTA MANADO,2021,71.9
KOTA BITUNG,2021,71.1
KOTA TOMOHON,2021,72.06
KOTA KOTAMOBAGU,2021,70.6
SULAWESI TENGAH,2021,68.83
BANGGAI KEPULAUAN,2021,66.59
BANGGAI,2021,70.88
MOROWALI,2021,69.23
POSO,2021,71.19
DONGGALA,2021,67.5
TOLI-TOLI,2021,66.18
BUOL,2021,69.05
PARIGI MOUTONG,2021,64.35
TOJO UNA-UNA,2021,65.9
SIGI,2021,70.09
BANGGAI LAUT,2021,65.67
MOROWALI UTARA,2021,69.71
KOTA PALU,2021,71.09
SULAWESI SELATAN,2021,70.66
KEPULAUAN SELAYAR,2021,68.52
BULUKUMBA,2021,68.1
BANTAENG,2021,70.6
JENEPONTO,2021,66.49
TAKALAR,2021,67.3
GOWA,2021,70.45
SINJAI,2021,67.38
MAROS,2021,69.04
PANGKAJENE DAN KEPULAUAN,2021,66.78
BARRU,2021,69.07
BONE,2021,67.21
SOPPENG,2021,69.81
WAJO,2021,67.48
SIDENRENG RAPPANG,2021,70.01
PINRANG,2021,69.77
ENREKANG,2021,70.93
LUWU,2021,70.44
TANA TORAJA,2021,73.4
LUWU UTARA,2021,68.67
LUWU TIMUR,2021,70.63
TORAJA UTARA,2021,73.41
KOTA MAKASAR,2021,72.13
KOTA PAREPARE,2021,71.31
KOTA PALOPO,2021,70.92
SULAWESI TENGGARA,2021,71.27
BUTON,2021,68.39
MUNA,2021,70.41
KONAWE,2021,70.32
KOLAKA,2021,71.21
KONAWE SELATAN,2021,70.87
BOMBANA,2021,69.09
WAKATOBI,2021,70.48
KOLAKA UTARA,2021,70.36
BUTON UTARA,2021,70.93
KONAWE UTARA,2021,69.53
KOLAKA TIMUR,2021,72.82
KONAWE KEPULAUAN,2021,68.43
MUNA BARAT,2021,70.35
BUTON TENGAH,2021,67.69
BUTON SELATAN,2021,67.69
KOTA KENDARI,2021,73.83
KOTA BAUBAU,2021,71.25
GORONTALO,2021,68.19
BOALEMO,2021,69.3
GORONTALO,2021,67.69
POHUWATO,2021,64.3
BONE BOLANGO,2021,68.52
GORONTALO UTARA,2021,65.93
KOTA GORONTALO,2021,72.53
SULAWESI BARAT,2021,65.25
MAJENE,2021,61.77
POLEWALI MANDAR,2021,62.53
MAMASA,2021,70.94
MAMUJU,2021,67.77
MAMUJU UTARA / PASANGKAYU,2021,66.45
MAMUJU TENGAH,2021,68.55
MALUKU,2021,66.09
MALUKU TENGGARA BARAT / KEPULAUAN TANIMBAR,2021,63.45
MALUKU TENGGARA,2021,65.14
MALUKU TENGAH,2021,66.45
BURU,2021,66.44
KEPULAUAN ARU,2021,62.96
SERAM BAGIAN BARAT,2021,61.85
SERAM BAGIAN TIMUR,2021,59.62
MALUKU BARAT DAYA,2021,62.55
BURU SELATAN,2021,66.36
KOTA AMBON,2021,70.63
KOTA TUAL,2021,65.68
MALUKU UTARA,2021,68.45
HALMAHERA BARAT,2021,66.34
HALMAHERA TENGAH,2021,64.15
KEPULAUAN SULA,2021,63.39
HALMAHERA SELATAN,2021,65.93
HALMAHERA UTARA,2021,69.61
HALMAHERA TIMUR,2021,69.08
PULAU MOROTAI,2021,67.35
PULAU TALIABU,2021,62.22
KOTA TERNATE,2021,71.06
KOTA TIDORE KEPULAUAN,2021,69.43
PAPUA BARAT,2021,66.14
FAKFAK,2021,68.5
KAIMANA,2021,64.93
TELUK WONDAMA,2021,60.24
TELUK BINTUNI,2021,60.99
MANOKWARI,2021,68.82
SORONG SELATAN,2021,66.39
SORONG SELATAN,2021,
SORONG,2021,66.22
SORONG,2021,
RAJA AMPAT,2021,64.83
RAJA AMPAT,2021,
TAMBRAUW,2021,60.2
TAMBRAUW,2021,
MAYBRAT,2021,65.25
MAYBRAT,2021,
MANOKWARI SELATAN,2021,67.6
PEGUNUNGAN ARFAK,2021,67.26
KOTA SORONG,2021,70.93
KOTA SORONG,2021,
PAPUA BARAT DAYA,2021,
RAJA AMPAT,2021,64.83
RAJA AMPAT,2021,
SORONG,2021,66.22
SORONG,2021,
SORONG SELATAN,2021,66.39
SORONG SELATAN,2021,
MAYBRAT,2021,65.25
MAYBRAT,2021,
TAMBRAUW,2021,60.2
TAMBRAUW,2021,
KOTA SORONG,2021,70.93
KOTA SORONG,2021,
PAPUA,2021,65.93
MERAUKE,2021,67.07
MERAUKE,2021,
JAYAWIJAYA,2021,59.9
JAYAWIJAYA,2021,
JAYAPURA,2021,67.16
NABIRE,2021,68.15
NABIRE,2021,
KEPULAUAN YAPEN,2021,69.17
BIAK NUMFOR,2021,68.29
PANIAI,2021,66.62
PANIAI,2021,
PUNCAK JAYA,2021,65.33
PUNCAK JAYA,2021,
MIMIKA,2021,72.36
MIMIKA,2021,
BOVEN DIGOEL,2021,60.32
BOVEN DIGOEL,2021,
MAPPI,2021,65.31
MAPPI,2021,
ASMAT,2021,58.59
ASMAT,2021,
YAHUKIMO,2021,66.05
YAHUKIMO,2021,
PEGUNUNGAN BINTANG,2021,64.54
PEGUNUNGAN BINTANG,2021,
TOLIKARA,2021,65.83
TOLIKARA,2021,
SARMI,2021,66.46
KEEROM,2021,66.78
WAROPEN,2021,66.42
SUPIORI,2021,66.06
MAMBERAMO RAYA,2021,58.0
NDUGA,2021,55.43
NDUGA,2021,
LANNY JAYA,2021,66.11
LANNY JAYA,2021,
MAMBERAMO TENGAH,2021,63.75
MAMBERAMO TENGAH,2021,
YALIMO,2021,65.49
YALIMO,2021,
PUNCAK,2021,65.86
PUNCAK,2021,
DOGIYAI,2021,65.85
DOGIYAI,2021,
INTAN JAYA,2021,65.69
INTAN JAYA,2021,
DEIYAI,2021,65.36
DEIYAI,2021,
KOTA JAYAPURA,2021,70.52
PAPUA SELATAN,2021,
MERAUKE,2021,67.07
MERAUKE,2021,
BOVEN DIGOEL,2021,60.32
BOVEN DIGOEL,2021,
MAPPI,2021,65.31
MAPPI,2021,
ASMAT,2021,58.59
ASMAT,2021,
PAPUA TENGAH,2021,
MIMIKA,2021,72.36
MIMIKA,2021,
DOGIYAI,2021,65.85
DOGIYAI,2021,
DEIYAI,2021,65.36
DEIYAI,2021,
NABIRE,2021,68.15
NABIRE,2021,
PANIAI,2021,66.62
PANIAI,2021,
INTAN JAYA,2021,65.69
INTAN JAYA,2021,
PUNCAK,2021,65.86
PUNCAK,2021,
PUNCAK JAYA,2021,65.33
PUNCAK JAYA,2021,
PAPUA PEGUNUNGAN,2021,
NDUGA,2021,55.43
NDUGA,2021,
JAYAWIJAYA,2021,59.9
JAYAWIJAYA,2021,
LANNY JAYA,2021,66.11
LANNY JAYA,2021,
TOLIKARA,2021,65.83
TOLIKARA,2021,
MAMBERAMO TENGAH,2021,63.75
MAMBERAMO TENGAH,2021,
YALIMO,2021,65.49
YALIMO,2021,
YAHUKIMO,2021,66.05
YAHUKIMO,2021,
PEGUNUNGAN BINTANG,2021,64.54
PEGUNUNGAN BINTANG,2021,
INDONESIA,2021,71.57
